payment_id,booked_at,customer_id,direction,amount_usd,counterparty_name,counterparty_country,channel
P001455,2026-04-16T18:55:00,C0221,out,10626.79,Henmir Hanreul,VN,cash
P004217,2026-04-16T18:59:00,C0037,out,787.24,Raltas Jorelyan,GB,cash
P002567,2026-04-16T19:03:00,C0393,out,107.50,Sevdan Davreitz,KR,wire
P011316,2026-04-16T19:15:00,C0029,in,323.77,Zarvic Boskoyan,AU,card
P000109,2026-04-16T19:30:00,C0060,out,1180.40,Vetas Gostynenko,JP,card
P010211,2026-04-16T19:32:00,C0026,in,143.20,Branren Gostynyan,FR,wire
P008981,2026-04-16T19:51:00,C0271,in,710.11,Zarmir Orzekyan,MY,wire
P006476,2026-04-16T19:52:00,C0130,in,447.67,Kavic Lundraenko,VN,card
P001318,2026-04-16T19:55:00,C0224,in,1322.31,Umiren Pravinul,SG,cash
P008667,2026-04-16T19:57:00,C0151,out,2483.04,Grevvic Gostynenko,KR,wire
P009029,2026-04-16T20:02:00,C0263,out,319.43,Ralnek Orzekul,US,wire
P002656,2026-04-16T20:03:00,C0124,in,2113.93,Kariel Nevicul,DE,wire
P003835,2026-04-16T20:06:00,C0248,in,134.68,Umiren Marosar,MY,wire
P010491,2026-04-16T20:27:00,C0101,in,1686.32,Nisvic Enkoitz,VN,wire
P009628,2026-04-16T20:35:00,C0269,out,266.35,Raltas Marosov,FR,wire
P002181,2026-04-16T20:38:00,C0119,out,605.83,Felvic Ivaskitz,SG,wire
P007393,2026-04-16T20:52:00,C0129,in,422.82,Branriel Marosenko,FR,wire
P009015,2026-04-16T21:07:00,C0309,out,142.87,Sevriel Hanreul,AU,wire
P001785,2026-04-16T21:30:00,C0157,out,2059.01,Fello Krevoov,FR,card
P003524,2026-04-16T21:30:00,C0132,in,2822.55,Zarriel Farelyan,MY,wire
P009914,2026-04-16T21:37:00,C0094,in,5807.90,Ostren Farelski,KR,wire
P004120,2026-04-16T21:38:00,C0285,out,304.72,Dorlo Enkoski,VN,wire
P007716,2026-04-16T21:39:00,C0263,out,280.00,Grevmir Ivaskul,US,wire
P006641,2026-04-16T21:40:00,C0217,out,1176.32,Ilymir Nevicov,VN,wire
P010123,2026-04-16T21:42:00,C0225,in,3390.42,Veren Farelul,VN,wire
P011144,2026-04-16T21:42:00,C0343,in,1292.55,Umilo Orzekar,US,card
P006400,2026-04-16T21:51:00,C0375,out,1173.89,Vedan Pravinenko,KR,wire
P004258,2026-04-16T21:53:00,C0276,out,896.09,Mormir Gostynenko,JP,wire
P005885,2026-04-16T22:08:00,C0146,in,3480.10,Kalo Davreski,SG,card
P000057,2026-04-16T22:11:00,C0024,out,473.65,Ilyren Boskoyan,MY,wire
P011028,2026-04-16T22:16:00,C0138,out,938.43,Kariel Orzekski,US,wire
P007280,2026-04-16T22:18:00,C0020,out,394.20,Nisvic Enkoitz,GB,wire
P011593,2026-04-16T22:23:00,C0245,out,808.19,Branren Davreyan,AU,wire
P007792,2026-04-16T23:02:00,C0337,in,7067.30,Fello Cernaitz,FR,card
P009949,2026-04-16T23:12:00,C0362,out,1693.80,Nisdan Aldreul,JP,wire
P009142,2026-04-16T23:46:00,C0317,in,805.38,Zarmir Krevoski,US,wire
P011621,2026-04-16T23:47:00,C0036,in,730.35,Talmir Lundraes,FR,wire
P007449,2026-04-16T23:50:00,C0077,in,660.19,Nisren Boskoenko,KR,card
P000636,2026-04-16T23:56:00,C0180,out,530.03,Branmir Marosenko,DE,wire
P005334,2026-04-16T23:58:00,C0331,out,3126.60,Ostriel Hanreitz,FR,card
P010487,2026-04-17T00:09:00,C0149,in,885.25,Zartas Gostynar,XC,wire
P007491,2026-04-17T00:10:00,C0147,in,4125.74,Zarmir Aldrees,US,wire
P002337,2026-04-17T00:14:00,C0072,out,552.75,Ralren Lundraes,VN,wire
P002037,2026-04-17T00:24:00,C0045,out,2798.76,Henriel Orzekenko,JP,card
P004949,2026-04-17T01:00:00,C0304,out,1613.26,Dorlo Boskoitz,MY,wire
P007146,2026-04-17T01:00:00,C0300,out,798.00,Zarnek Ivaskul,AU,card
P008409,2026-04-17T01:06:00,C0188,out,250.45,Ilytas Ivaskitz,AU,wire
P003737,2026-04-17T01:15:00,C0172,in,2588.03,Zarnek Lundrayan,KR,wire
P002225,2026-04-17T01:24:00,C0216,in,573.87,Velo Ivaskar,AU,card
P009268,2026-04-17T01:50:00,C0094,in,2111.49,Kalo Krevoar,KR,card
P008913,2026-04-17T01:52:00,C0209,out,233.02,Veriel Lundraitz,FR,wire
P005689,2026-04-17T01:53:00,C0050,out,358.19,Velo Hanreski,GB,wire
P002524,2026-04-17T01:55:00,C0255,out,4425.87,Katas Aldreitz,US,wire
P000058,2026-04-17T01:59:00,C0383,in,5287.31,Ostren Aldreov,AU,card
P004050,2026-04-17T02:12:00,C0377,out,187.73,Hennek Davreov,SG,wire
P007621,2026-04-17T02:13:00,C0215,in,3719.32,Grevlo Jorelar,VN,card
P002571,2026-04-17T02:21:00,C0068,out,447.41,Sevtas Enkoitz,MY,wire
P005303,2026-04-17T03:10:00,C0292,out,202.77,Nislo Farelitz,FR,cash
P010746,2026-04-17T03:23:00,C0381,in,8699.91,Dorren Ivaskyan,DE,wire
P006486,2026-04-17T03:29:00,C0109,in,3296.77,Osttas Farelul,VN,wire
P009952,2026-04-17T03:32:00,C0185,out,4096.83,Branren Cernaenko,AU,wire
P008075,2026-04-17T03:43:00,C0122,in,4248.50,Brantas Boskoar,SG,card
P009517,2026-04-17T03:57:00,C0056,in,1995.14,Dormir Lundraes,MY,wire
P004369,2026-04-17T04:25:00,C0218,out,10175.85,Felren Ivaskov,DE,wire
P004372,2026-04-17T04:29:00,C0378,in,209.81,Nisriel Pravinar,US,wire
P011948,2026-04-17T04:37:00,C0396,in,13615.89,Mormir Boskoes,AU,wire
P000302,2026-04-17T04:52:00,C0354,in,5534.46,Nislo Krevoul,JP,cash
P003648,2026-04-17T05:09:00,C0148,out,355.87,Mormir Jorelyan,MY,card
P008300,2026-04-17T05:14:00,C0305,in,418.37,Zarnek Ivaskov,FR,wire
P011673,2026-04-17T05:16:00,C0313,in,186.28,Nisdan Farelar,GB,wire
P010181,2026-04-17T05:24:00,C0256,out,1531.65,Branmir Hanrees,SG,wire
P003148,2026-04-17T05:41:00,C0265,in,503.26,Dortas Lundraul,GB,wire
P006637,2026-04-17T05:43:00,C0351,out,1597.69,Mornek Davreenko,SG,wire
P005331,2026-04-17T06:18:00,C0386,in,450.45,Ralriel Farelski,SG,cash
P002454,2026-04-17T06:55:00,C0005,in,893.65,Ilyren Boskoyan,AU,cash
P003464,2026-04-17T06:57:00,C0108,in,767.65,Sevlo Aldrees,FR,cash
P002560,2026-04-17T07:04:00,C0216,in,560.01,Rallo Ivaskenko,KR,wire
P006089,2026-04-17T07:23:00,C0122,out,374.20,Branmir Hanrees,VN,card
P004737,2026-04-17T07:44:00,C0101,in,369.97,Raltas Jorelyan,XA,wire
P002895,2026-04-17T07:54:00,C0185,in,2367.35,Nisren Marositz,SG,wire
P010232,2026-04-17T08:14:00,C0256,out,7460.23,Ostvic Davrear,VN,wire
P009718,2026-04-17T08:53:00,C0166,out,1371.33,Felmir Nevicitz,DE,cash
P005792,2026-04-17T09:15:00,C0221,in,561.13,Morvic Boskoul,US,wire
P008900,2026-04-17T09:32:00,C0046,out,1431.38,Dorriel Krevoyan,MY,wire
P004056,2026-04-17T09:37:00,C0380,in,157.11,Ostlo Krevoes,AU,wire
P010285,2026-04-17T09:59:00,C0367,out,685.21,Kadan Aldreov,AU,wire
P011124,2026-04-17T10:33:00,C0079,in,1847.59,Vedan Jorelov,GB,wire
P004321,2026-04-17T10:38:00,C0313,in,3353.64,Veren Hanrear,FR,wire
P010923,2026-04-17T10:39:00,C0228,in,1371.98,Zarriel Farelenko,KR,wire
P001326,2026-04-17T10:44:00,C0396,out,776.90,Branvic Cernaski,AU,wire
P011502,2026-04-17T10:54:00,C0137,out,1261.37,Dordan Pravinov,AU,wire
P002545,2026-04-17T11:17:00,C0321,out,1833.86,Mornek Davreski,XA,wire
P010958,2026-04-17T11:41:00,C0013,out,5001.28,Sevlo Gostynov,DE,card
P002693,2026-04-17T11:58:00,C0057,in,2706.01,Branmir Marosenko,AU,wire
P004436,2026-04-17T12:13:00,C0380,in,1395.82,Morriel Marositz,MY,wire
P004306,2026-04-17T12:15:00,C0260,out,773.31,Kariel Orzekski,VN,wire
P010109,2026-04-17T12:18:00,C0157,out,7647.32,Talnek Marosyan,KR,cash
P010354,2026-04-17T12:20:00,C0345,out,710.48,Kariel Orzekski,AU,wire
P004766,2026-04-17T12:24:00,C0016,in,1397.58,Osttas Lundraar,AU,card
P001064,2026-04-17T12:34:00,C0060,in,520.90,Kavic Hanreenko,US,card
P001132,2026-04-17T12:49:00,C0183,in,705.44,Kadan Boskoov,AU,card
P009285,2026-04-17T12:51:00,C0275,out,2561.76,Fello Cernaitz,US,wire
P010685,2026-04-17T12:51:00,C0380,out,1177.46,Talren Nevicov,SG,wire
P001576,2026-04-17T13:00:00,C0234,in,687.46,Felren Davreov,US,card
P007194,2026-04-17T13:01:00,C0338,out,420.74,Sevdan Pravinitz,KR,card
P011127,2026-04-17T13:06:00,C0073,out,667.29,Grevdan Pravinul,VN,cash
P009955,2026-04-17T13:12:00,C0353,out,1287.18,Nisriel Pravinenko,DE,cash
P009441,2026-04-17T13:21:00,C0024,out,487.90,Ostlo Pravinski,AU,wire
P005398,2026-04-17T13:27:00,C0034,out,848.55,Ralmir Jorelenko,US,wire
P000080,2026-04-17T13:29:00,C0313,out,863.52,Ostren Farelenko,FR,wire
P007133,2026-04-17T13:41:00,C0311,out,1303.48,Ilymir Krevoenko,FR,wire
P001065,2026-04-17T13:54:00,C0248,out,10481.83,Branmir Marosenko,MY,card
P002529,2026-04-17T13:59:00,C0235,in,4800.98,Felmir Nevicitz,KR,wire
P003191,2026-04-17T15:17:00,C0289,in,155.25,Kariel Orzekski,AU,wire
P000880,2026-04-17T15:23:00,C0011,in,2289.09,Zarlo Orzekes,VN,card
P000443,2026-04-17T15:24:00,C0139,in,817.73,Ilydan Gostynski,FR,wire
P000122,2026-04-17T15:48:00,C0286,out,956.69,Nisnek Gostynul,JP,wire
P010003,2026-04-17T15:51:00,C0229,in,87.92,Dorriel Nevicitz,GB,card
P000033,2026-04-17T16:27:00,C0076,in,1455.45,Henmir Marosenko,SG,card
P004616,2026-04-17T16:40:00,C0131,out,2651.09,Vedan Pravinenko,SG,wire
P008883,2026-04-17T17:07:00,C0176,out,5060.93,Raltas Gostynes,JP,wire
P003736,2026-04-17T17:09:00,C0099,out,1659.87,Umitas Davreski,FR,wire
P005683,2026-04-17T17:37:00,C0348,in,446.23,Grevlo Orzekar,GB,wire
P006849,2026-04-17T17:45:00,C0050,in,4865.67,Nismir Hanreov,VN,wire
P001889,2026-04-17T17:51:00,C0389,out,491.45,Feldan Cernaitz,MY,wire
P011718,2026-04-17T18:13:00,C0020,out,3850.44,Zarren Fareles,XA,cash
P008053,2026-04-17T18:17:00,C0354,in,460.61,Morriel Farelenko,KR,wire
P004888,2026-04-17T18:19:00,C0041,out,1722.29,Velo Hanreski,FR,wire
P001892,2026-04-17T18:22:00,C0242,out,905.43,Ralriel Krevoitz,SG,wire
P008776,2026-04-17T18:30:00,C0186,out,671.98,Dormir Davreul,JP,card
P000313,2026-04-17T18:39:00,C0343,out,1258.26,Grevlo Orzekski,VN,cash
P008313,2026-04-17T19:00:00,C0326,out,4591.83,Ilymir Krevoenko,AU,wire
P002780,2026-04-17T19:13:00,C0382,out,1541.47,Grevlo Ivaskes,VN,card
P004413,2026-04-17T19:13:00,C0351,in,473.82,Ralmir Jorelenko,FR,wire
P007589,2026-04-17T19:20:00,C0180,in,4756.43,Kamir Cernaar,MY,wire
P006843,2026-04-17T19:31:00,C0363,out,3571.67,Nisdan Davrees,US,wire
P009328,2026-04-17T19:44:00,C0371,out,1296.08,Sevriel Pravinar,VN,wire
P011459,2026-04-17T19:49:00,C0159,in,665.00,Zardan Gostynyan,GB,wire
P005951,2026-04-17T19:55:00,C0299,out,589.06,Sevlo Gostynov,AU,wire
P010788,2026-04-17T20:02:00,C0303,out,424.04,Vemir Farelyan,DE,wire
P007224,2026-04-17T20:08:00,C0302,in,1283.52,Ostdan Farelski,MY,wire
P000284,2026-04-17T20:17:00,C0174,out,1182.85,Ilylo Gostynski,FR,card
P011555,2026-04-17T20:20:00,C0245,in,3764.70,Ilynek Fareles,AU,cash
P007830,2026-04-17T20:26:00,C0255,out,1162.82,Henriel Cernaes,GB,wire
P001662,2026-04-17T20:45:00,C0055,in,538.30,Zarmir Aldrees,GB,wire
P003051,2026-04-17T20:48:00,C0207,in,1373.17,Branriel Marosenko,US,wire
P005211,2026-04-17T20:51:00,C0152,in,1928.89,Vevic Lundraitz,DE,wire
P008343,2026-04-17T21:06:00,C0011,in,319.59,Henren Ivaskes,MY,wire
P002365,2026-04-17T21:26:00,C0269,in,616.77,Branren Nevices,SG,wire
P004059,2026-04-17T21:31:00,C0145,out,3587.31,Taldan Pravines,MY,wire
P008802,2026-04-17T21:43:00,C0355,out,2488.21,Venek Hanrear,JP,wire
P005219,2026-04-17T21:45:00,C0215,in,364.35,Brandan Ivaskski,DE,card
P004375,2026-04-17T21:59:00,C0293,in,3042.88,Sevriel Davrear,JP,card
P008016,2026-04-17T22:09:00,C0022,out,53.86,Kamir Davreitz,US,wire
P009654,2026-04-17T22:09:00,C0190,out,314.68,Henren Boskoyan,KR,wire
P002249,2026-04-17T22:14:00,C0374,in,5279.53,Kamir Davreitz,XC,wire
P000757,2026-04-17T22:25:00,C0291,in,323.51,Talvic Davrees,VN,wire
P003956,2026-04-17T22:28:00,C0204,in,4487.78,Dorlo Gostynar,GB,wire
P002069,2026-04-17T22:40:00,C0071,out,665.25,Henvic Nevicitz,FR,wire
P002596,2026-04-17T22:43:00,C0090,out,3012.81,Dorlo Boskoitz,DE,wire
P010743,2026-04-17T22:45:00,C0128,in,1610.60,Taldan Marosov,KR,wire
P007410,2026-04-17T23:00:00,C0002,in,516.27,Mortas Lundrayan,GB,wire
P007751,2026-04-17T23:03:00,C0212,in,3588.11,Dorvic Gostynov,KR,wire
P000706,2026-04-17T23:07:00,C0096,in,666.76,Veren Farelul,US,wire
P004973,2026-04-17T23:14:00,C0330,out,195.80,Morlo Krevoenko,JP,wire
P002750,2026-04-17T23:15:00,C0000,in,8714.06,Zartas Farelyan,AU,wire
P008092,2026-04-17T23:23:00,C0154,out,2501.70,Ralriel Orzekyan,SG,wire
P010833,2026-04-17T23:57:00,C0332,in,2142.63,Ralriel Orzekar,US,wire
P006490,2026-04-18T00:13:00,C0237,out,3984.53,Osttas Enkoul,JP,card
P011947,2026-04-18T00:15:00,C0184,in,1395.85,Felren Ivaskov,MY,wire
P001650,2026-04-18T00:22:00,C0193,out,159.17,Hendan Ivaskenko,JP,cash
P002025,2026-04-18T00:22:00,C0263,out,7332.46,Feltas Orzekski,MY,cash
P006801,2026-04-18T01:01:00,C0188,in,1453.10,Grevlo Orzekitz,SG,card
P003240,2026-04-18T01:39:00,C0065,out,933.21,Kanek Davreski,DE,card
P000142,2026-04-18T01:58:00,C0082,in,1130.47,Ilymir Krevoenko,GB,wire
P007323,2026-04-18T02:12:00,C0037,out,749.68,Felren Davreyan,XA,card
P003927,2026-04-18T02:13:00,C0056,in,475.80,Hentas Boskoul,VN,card
P003207,2026-04-18T02:17:00,C0134,out,1209.83,Morriel Cernaenko,SG,wire
P003889,2026-04-18T02:19:00,C0235,out,625.99,Talnek Pravines,AU,wire
P007282,2026-04-18T02:39:00,C0167,out,8523.89,Talmir Davrear,DE,card
P006372,2026-04-18T02:40:00,C0102,in,244.04,Venek Boskoyan,US,wire
P010855,2026-04-18T02:54:00,C0135,out,625.93,Zarlo Nevicyan,DE,wire
P010858,2026-04-18T03:03:00,C0152,out,108.93,Hennek Aldreenko,VN,wire
P007406,2026-04-18T03:06:00,C0221,out,999.00,Ilytas Enkoski,MY,wire
P009684,2026-04-18T03:22:00,C0049,out,650.43,Mormir Aldrear,MY,cash
P002800,2026-04-18T03:34:00,C0126,in,1263.49,Uminek Lundraitz,VN,wire
P000866,2026-04-18T03:52:00,C0266,out,606.21,Dordan Lundraar,GB,wire
P006120,2026-04-18T03:52:00,C0174,in,1456.81,Feldan Lundraes,KR,wire
P005506,2026-04-18T04:06:00,C0345,out,1885.39,Morvic Hanreitz,JP,wire
P001793,2026-04-18T04:11:00,C0062,out,3682.92,Hendan Ivaskenko,VN,wire
P001913,2026-04-18T04:17:00,C0114,in,821.96,Ostdan Krevoul,VN,wire
P004695,2026-04-18T04:20:00,C0317,out,588.68,Katas Cernayan,AU,wire
P003245,2026-04-18T04:22:00,C0256,in,1098.28,Sevdan Pravinitz,KR,wire
P005143,2026-04-18T04:24:00,C0399,in,986.57,Mortas Lundraenko,KR,card
P007854,2026-04-18T04:29:00,C0095,out,363.68,Feldan Cernaitz,FR,wire
P004721,2026-04-18T04:50:00,C0295,in,4189.72,Hendan Gostynov,US,wire
P000357,2026-04-18T04:52:00,C0127,in,874.96,Grevdan Marosar,SG,wire
P003505,2026-04-18T04:54:00,C0021,out,4573.59,Veriel Lundraitz,XC,card
P010498,2026-04-18T04:56:00,C0000,out,1691.13,Umiriel Jorelul,JP,wire
P002546,2026-04-18T04:59:00,C0016,out,358.44,Henmir Davreov,DE,wire
P011128,2026-04-18T05:26:00,C0104,out,5134.58,Mornek Ivaskyan,DE,card
P005391,2026-04-18T05:28:00,C0271,in,845.06,Branlo Boskoyan,DE,card
P004461,2026-04-18T05:29:00,C0025,out,3280.73,Zartas Jorelov,XC,wire
P008869,2026-04-18T05:44:00,C0172,in,1159.70,Branriel Lundraenko,US,wire
P006924,2026-04-18T05:57:00,C0204,out,1700.94,Kadan Boskoov,AU,card
P004775,2026-04-18T06:14:00,C0314,out,338.26,Ilyren Davreitz,US,wire
P002578,2026-04-18T06:15:00,C0031,in,509.02,Raltas Nevicitz,FR,wire
P001632,2026-04-18T06:18:00,C0288,out,574.03,Morriel Farelenko,VN,wire
P000189,2026-04-18T06:57:00,C0092,out,1481.78,Vedan Marosar,SG,wire
P009630,2026-04-18T06:58:00,C0053,out,2093.13,Sevren Jorelyan,KR,wire
P000197,2026-04-18T07:03:00,C0166,in,518.72,Veren Marosar,DE,wire
P002913,2026-04-18T07:07:00,C0165,in,151.95,Henren Lundraul,MY,wire
P006198,2026-04-18T07:10:00,C0189,in,360.61,Rallo Krevoov,SG,card
P009582,2026-04-18T07:14:00,C0275,out,2112.79,Kavic Nevicitz,XA,wire
P010112,2026-04-18T07:21:00,C0144,out,728.11,Katas Cernayan,VN,wire
P003210,2026-04-18T07:49:00,C0190,in,701.63,Kariel Ivaskenko,AU,wire
P003519,2026-04-18T07:49:00,C0079,in,2047.41,Talmir Orzekes,SG,cash
P003936,2026-04-18T07:57:00,C0309,in,2709.73,Zarvic Enkoitz,SG,wire
P004222,2026-04-18T08:43:00,C0273,in,3330.06,Raltas Joreles,KR,wire
P005994,2026-04-18T08:44:00,C0302,out,436.03,Ostlo Pravinski,XB,wire
P002834,2026-04-18T08:59:00,C0356,in,6481.50,Grevdan Krevoski,MY,wire
P012018,2026-04-18T09:00:00,C0301,in,9113.30,Ralriel Davreenko,US,cash
P011389,2026-04-18T09:10:00,C0310,out,14352.03,Ostmir Lundraski,GB,wire
P008194,2026-04-18T09:12:00,C0254,out,432.84,Felmir Jorelul,SG,card
P010349,2026-04-18T09:34:00,C0270,in,1455.35,Velo Hanreski,XA,wire
P006987,2026-04-18T09:38:00,C0275,out,4019.90,Henriel Aldreyan,DE,wire
P002023,2026-04-18T09:51:00,C0205,out,611.04,Ilyriel Jorelar,FR,card
P000649,2026-04-18T09:52:00,C0216,in,3464.55,Nisvic Enkoitz,AU,card
P011320,2026-04-18T10:49:00,C0252,out,3048.10,Mornek Davreski,DE,wire
P007278,2026-04-18T11:00:00,C0389,out,1503.20,Felnek Enkoitz,FR,wire
P007356,2026-04-18T11:09:00,C0357,in,406.73,Tallo Farelar,JP,wire
P011135,2026-04-18T11:14:00,C0250,out,4173.73,Talren Nevicov,GB,card
P003829,2026-04-18T11:28:00,C0288,out,2239.30,Zarmir Orzekyan,VN,card
P006941,2026-04-18T12:02:00,C0132,in,1053.94,Grevvic Marosov,SG,wire
P011977,2026-04-18T12:02:00,C0399,in,1824.21,Felmir Jorelul,US,card
P006122,2026-04-18T12:04:00,C0018,out,595.67,Vemir Farelyan,US,wire
P007055,2026-04-18T12:13:00,C0109,out,3875.38,Branlo Enkoyan,DE,wire
P010696,2026-04-18T12:13:00,C0037,in,1561.70,Nisriel Jorelar,XC,wire
P009086,2026-04-18T12:15:00,C0209,out,1072.98,Mormir Aldrear,AU,wire
P008917,2026-04-18T12:33:00,C0003,out,974.44,Zarnek Jorelitz,JP,wire
P007892,2026-04-18T12:59:00,C0333,out,302.82,Raldan Aldrear,GB,wire
P000487,2026-04-18T13:26:00,C0141,out,1033.50,Ilyriel Pravinenko,MY,wire
P011378,2026-04-18T13:27:00,C0079,in,2376.36,Vedan Hanreov,AU,wire
P009084,2026-04-18T13:35:00,C0062,out,1513.60,Kavic Nevicitz,SG,card
P001001,2026-04-18T13:55:00,C0129,out,918.61,Dorriel Jorelenko,SG,card
P008356,2026-04-18T13:55:00,C0063,in,2201.49,Osttas Enkoul,GB,cash
P003140,2026-04-18T14:04:00,C0011,out,221.52,Ralriel Hanreenko,VN,card
P006200,2026-04-18T14:07:00,C0234,in,399.24,Raltas Jorelyan,VN,card
P005910,2026-04-18T14:15:00,C0287,in,599.14,Katas Lundraenko,MY,wire
P002759,2026-04-18T14:24:00,C0052,out,895.74,Sevriel Farelenko,VN,wire
P006278,2026-04-18T14:48:00,C0045,out,559.48,Ilynek Fareles,MY,card
P005375,2026-04-18T15:11:00,C0068,in,858.36,Kanek Krevoski,FR,wire
P004617,2026-04-18T15:23:00,C0185,out,831.87,Grevriel Krevoenko,SG,cash
P010755,2026-04-18T15:25:00,C0087,in,407.66,Ilymir Krevoenko,VN,wire
P011355,2026-04-18T15:36:00,C0100,out,6810.71,Grevmir Boskoenko,FR,wire
P000095,2026-04-18T15:43:00,C0000,out,312.12,Feltas Ivaskenko,VN,card
P012013,2026-04-18T16:00:00,C0301,in,9142.03,Mormir Cernaar,US,cash
P000793,2026-04-18T16:17:00,C0060,in,1328.31,Felmir Ivaskenko,GB,wire
P006752,2026-04-18T16:18:00,C0080,in,3514.43,Henmir Krevoes,US,wire
P002591,2026-04-18T16:19:00,C0260,in,563.16,Kadan Marosul,GB,card
P000919,2026-04-18T16:20:00,C0265,in,654.55,Ilyriel Jorelar,AU,wire
P007190,2026-04-18T16:24:00,C0066,out,1153.10,Zarvic Enkoes,KR,wire
P001817,2026-04-18T16:32:00,C0368,in,3046.24,Henmir Davreov,AU,card
P001941,2026-04-18T16:35:00,C0306,in,1260.91,Morriel Marositz,DE,wire
P008021,2026-04-18T16:49:00,C0130,out,221.07,Sevren Nevicyan,VN,card
P009638,2026-04-18T17:06:00,C0282,out,2942.16,Umiriel Davrear,GB,wire
P003493,2026-04-18T17:23:00,C0231,out,847.60,Felmir Gostynyan,US,wire
P011808,2026-04-18T17:30:00,C0054,out,1028.95,Sevmir Ivaskyan,AU,wire
P001597,2026-04-18T17:44:00,C0379,out,1327.46,Umitas Davreyan,MY,cash
P005981,2026-04-18T18:43:00,C0183,out,728.51,Fello Cernaitz,AU,wire
P010800,2026-04-18T18:47:00,C0202,out,1404.84,Umiriel Boskoes,KR,card
P009460,2026-04-18T18:52:00,C0247,in,2566.11,Sevtas Aldreov,FR,wire
P005353,2026-04-18T18:55:00,C0016,out,4628.93,Raltas Gostynitz,GB,wire
P006373,2026-04-18T18:57:00,C0080,out,3101.20,Felmir Gostynyan,SG,wire
P008038,2026-04-18T19:16:00,C0363,in,2788.76,Zardan Gostynyan,MY,wire
P001625,2026-04-18T19:22:00,C0330,in,941.24,Kanek Davreski,AU,card
P006318,2026-04-18T19:27:00,C0371,in,283.23,Ilytas Enkoski,KR,wire
P000126,2026-04-18T19:34:00,C0160,out,1829.06,Zarlo Nevicski,AU,wire
P011820,2026-04-18T19:56:00,C0209,out,206.11,Ralnek Hanreenko,VN,wire
P002491,2026-04-18T19:58:00,C0229,in,2198.07,Sevtas Enkoitz,GB,cash
P004685,2026-04-18T20:00:00,C0130,in,541.53,Dorren Ivaskitz,XB,wire
P011543,2026-04-18T20:12:00,C0221,in,2668.60,Kadan Aldreov,MY,wire
P009221,2026-04-18T20:26:00,C0065,out,877.97,Nisren Gostynes,JP,wire
P010104,2026-04-18T20:36:00,C0111,in,624.88,Zartas Enkoar,MY,wire
P009839,2026-04-18T20:39:00,C0346,in,929.58,Grevlo Ivaskenko,SG,card
P008553,2026-04-18T20:48:00,C0187,out,298.50,Mornek Cernayan,GB,card
P002148,2026-04-18T20:57:00,C0309,out,1500.43,Vedan Farelar,GB,wire
P009411,2026-04-18T21:06:00,C0088,in,863.70,Sevdan Nevicul,DE,card
P011304,2026-04-18T21:16:00,C0023,in,119.92,Sevtas Lundraitz,SG,wire
P000828,2026-04-18T21:28:00,C0207,in,1321.41,Ilyren Krevoyan,AU,wire
P011174,2026-04-18T21:39:00,C0310,out,1269.44,Henren Enkoitz,US,card
P007219,2026-04-18T21:40:00,C0045,in,434.70,Grevdan Krevoski,MY,wire
P001480,2026-04-18T22:01:00,C0394,in,1128.96,Henren Ivaskes,KR,card
P002751,2026-04-18T22:28:00,C0174,out,3742.14,Kadan Lundraes,KR,wire
P001563,2026-04-18T22:30:00,C0210,in,892.54,Zardan Farelitz,JP,wire
P009708,2026-04-18T22:35:00,C0106,in,3146.68,Zarvic Boskoyan,FR,card
P006001,2026-04-18T22:37:00,C0214,in,220.45,Nislo Farelitz,KR,wire
P011225,2026-04-18T23:03:00,C0328,out,638.34,Ilyren Marosyan,SG,cash
P005645,2026-04-18T23:10:00,C0222,out,951.28,Ilylo Farelov,GB,wire
P011953,2026-04-18T23:26:00,C0365,in,520.76,Dorvic Marosar,SG,cash
P004198,2026-04-18T23:27:00,C0285,in,1063.97,Umivic Nevicenko,DE,wire
P000259,2026-04-18T23:35:00,C0255,in,166.37,Sevlo Cernaul,DE,wire
P003157,2026-04-18T23:38:00,C0245,out,371.16,Grevvic Farelitz,KR,wire
P000601,2026-04-18T23:39:00,C0072,in,10595.87,Kanek Krevoski,XB,wire
P003617,2026-04-18T23:39:00,C0218,out,161.02,Henmir Hanreul,MY,wire
P004072,2026-04-18T23:46:00,C0173,in,2264.55,Umiren Pravinitz,VN,card
P004806,2026-04-18T23:47:00,C0127,in,3680.82,Sevdan Davreitz,FR,wire
P002502,2026-04-19T00:05:00,C0119,in,1642.92,Sevnek Nevicul,SG,wire
P000352,2026-04-19T00:07:00,C0352,out,98.14,Grevriel Lundraitz,US,wire
P002554,2026-04-19T00:14:00,C0093,out,182.74,Nislo Nevicov,FR,wire
P003295,2026-04-19T00:18:00,C0216,in,4006.67,Kavic Gostynyan,FR,wire
P007145,2026-04-19T00:28:00,C0350,in,227.51,Branren Davreyan,AU,cash
P002815,2026-04-19T00:44:00,C0003,in,2061.98,Ostlo Marosienko,US,wire
P007259,2026-04-19T00:55:00,C0178,in,470.78,Felren Krevoar,DE,wire
P010463,2026-04-19T01:07:00,C0335,in,524.24,Talriel Farelar,SG,wire
P010460,2026-04-19T01:26:00,C0366,in,731.51,Sevriel Hanreul,US,card
P005092,2026-04-19T01:27:00,C0006,out,2271.27,Nisren Aldreski,DE,wire
P006344,2026-04-19T01:27:00,C0285,out,594.21,Umimir Davreenko,JP,card
P001232,2026-04-19T01:29:00,C0006,in,414.25,Grevlo Ivaskes,JP,wire
